turns,white_rating,black_rating,rank_diff,opening_code,winner
84,1026,1864,-838,D00,Black
31,1513,1026,487,A40,White
119,1519,1026,493,C27,White
32,1026,1369,-343,C20,Black
90,1026,1916,-890,A00,Black
54,1145,1040,105,B01,White
64,1043,1539,-496,D00,Black
73,1878,1043,835,A21,White
171,1666,1044,622,C41,White
13,1856,1045,811,C23,White
14,1382,1009,373,A00,Black
72,1547,971,576,C00,Black
52,971,1500,-529,B01,Black
114,971,1629,-658,B06,Black
21,981,1181,-200,C00,Black
49,982,1700,-718,C20,Black
81,1700,982,718,C41,White
9,1735,982,753,C20,White
61,982,1136,-154,C20,Black
31,1371,1457,-86,C40,Black
39,1883,1373,510,C70,White
60,1344,1696,-352,C40,White
52,1348,1725,-377,B54,Black
35,1863,1349,514,C70,White
24,1460,1327,133,C64,Black
19,1338,1344,-6,A00,White
34,1359,1411,-52,B01,Black
13,1829,1361,468,C34,White
30,1365,1708,-343,B01,Black
94,1366,2301,-935,B43,Black
6,1254,1353,-99,C44,Black
64,1369,1408,-39,B40,Black
15,1344,1390,-46,C50,White
15,1512,1403,109,C44,White
58,1405,2016,-611,C58,Black
66,1412,1679,-267,C41,Black
19,1479,1387,92,C00,Black
39,1889,1389,500,A40,White
37,1392,1816,-424,C50,Black
29,1817,1396,421,C34,White
22,1760,1358,402,C50,Black
50,1360,1873,-513,C50,Black
56,1383,1352,31,B30,Black
30,1536,1350,186,A00,Black
34,1356,1708,-352,B12,Black
58,1376,1418,-42,C50,Black
76,1333,1876,-543,B45,Black
28,1313,1335,-22,C70,Draw
36,1349,1534,-185,C57,Black
33,2086,1350,736,C67,White
44,1370,1469,-99,C57,Black
50,1406,1321,85,B30,Black
14,1410,1882,-472,B27,Black
59,1241,1460,-219,D00,White
68,1370,1425,-55,C20,Black
35,1384,1380,4,C41,White
65,1435,1429,6,C44,White
59,1469,1485,-16,C44,White
61,1494,1433,61,C23,Draw
45,1555,1607,-52,B00,Black
56,1437,1475,-38,C20,Black
25,1346,1361,-15,B00,Black
86,1393,1357,36,D01,Black
68,1368,1381,-13,C22,Black
100,1375,1529,-154,B12,Black
57,1590,1380,210,B01,White
21,1371,1291,80,C44,White
54,1135,1366,-231,D02,Black
145,1741,1371,370,B01,White
113,1363,1250,113,A30,White
46,1347,1800,-453,C21,Black
66,1349,1832,-483,C22,Black
75,1343,1165,178,B00,White
51,1326,1355,-29,B02,White
84,1354,1423,-69,C21,Black
47,1635,1358,277,A00,White
60,1540,1341,199,C22,Black
89,1329,1358,-29,B00,White
104,1331,1746,-415,C49,Black
51,1321,1267,54,B01,White
44,1334,1277,57,B01,Black
107,1324,1280,44,B01,White
49,1368,1334,34,A00,White
100,1340,1548,-208,C00,Black
110,1348,1460,-112,C00,Black
151,1335,1371,-36,B00,White
30,1345,1400,-55,C22,Black
59,1341,1056,285,C48,White
43,1376,1351,25,C65,White
85,1337,1523,-186,C22,White
60,1313,1349,-36,C40,White
44,1359,1391,-32,B00,Black
80,1216,1352,-136,C25,Black
40,1160,1369,-209,A00,White
102,1374,1357,17,B01,Black
34,1369,1364,5,A00,Black
72,1373,1639,-266,C21,Black
41,1468,1381,87,C57,White
84,1385,1670,-285,B06,Black
36,1392,1549,-157,B01,Black
179,1303,1406,-103,B01,White
27,1398,1312,86,C27,White
39,1297,1413,-116,C40,White
57,1400,1529,-129,B21,White
127,1398,1465,-67,B21,Draw
68,1403,1613,-210,C22,Black
68,1408,1628,-220,C21,Black
56,1419,1449,-30,C22,Black
96,1432,1382,50,A04,Black
97,1444,1476,-32,C62,White
36,1476,1652,-176,D02,Black
75,1492,1476,16,D00,Black
56,1479,1806,-327,D05,Black
39,1740,1485,255,D26,White
39,1581,1495,86,D00,White
19,1597,1504,93,D30,White
143,1684,1511,173,C62,White
23,1579,1522,57,D06,White
118,1502,1695,-193,C41,White
34,1507,1757,-250,D02,Black
55,1605,1517,88,C50,White
35,1748,1537,211,C53,White
54,1547,1626,-79,A15,Black
11,1353,1568,-215,C20,White
18,1589,1386,203,D02,Black
11,1369,1611,-242,C45,White
117,1721,1621,100,C62,White
40,1635,1631,4,A04,Black
38,1533,1624,-91,C50,Black
88,1633,1777,-144,D02,Black
62,1649,1606,43,A06,Black
37,1646,1649,-3,C62,Black
62,1500,1649,-149,C20,Black
23,1307,1649,-342,A03,White
59,1649,1230,419,D02,White
88,1673,1633,40,A00,Black
5,1821,1641,180,C30,White
45,1649,1838,-189,D02,Black
41,1466,1673,-207,C22,White
41,1742,1785,-43,C44,White
89,1650,1756,-106,A45,White
84,1629,1749,-120,B22,Black
100,1519,1749,-230,B50,Draw
70,1851,1887,-36,C01,Black
52,1874,1774,100,C01,Black
50,1891,1793,98,B01,Black
87,1876,1810,66,B13,White
52,1745,1862,-117,D02,Black
127,1833,1738,95,C02,White
54,1637,1821,-184,A01,Black
64,1587,1811,-224,B12,Black
43,1861,1960,-99,C12,Black
51,1882,1873,9,B13,White
57,1946,1884,62,B13,White
133,1885,1837,48,B46,Draw
92,1796,1875,-79,B50,Black
36,1884,2004,-120,B06,Black
39,1863,1899,-36,D02,White
63,1581,1232,349,C22,White
55,1581,1232,349,C21,White
40,1232,1581,-349,B70,Black
87,1232,1581,-349,D02,White
71,1500,1238,262,B21,White
64,1188,1259,-71,B23,White
60,1515,1615,-100,B23,Black
34,1615,1515,100,A48,Black
73,1277,1464,-187,A45,Black
23,1371,1284,87,C41,White
20,1500,1371,129,B21,Black
64,1372,1440,-68,B23,Black
63,2131,1431,700,D00,White
54,1426,1447,-21,C44,White
50,1485,1403,82,B52,Black
44,1401,1382,19,B20,Black
37,1392,1608,-216,A22,Black
21,1603,1402,201,C50,White
149,1402,1341,61,C70,White
94,1116,1402,-286,A30,Black
61,1116,1402,-286,A03,White
21,1116,1402,-286,B75,White
50,1116,1402,-286,B57,Black
30,1402,1116,286,A41,Black
55,1402,1569,-167,A10,White
57,1737,1408,329,A38,White
48,1431,1426,5,A10,Black
21,1455,1448,7,A10,Black
35,1859,1460,399,B21,White
43,1501,1484,17,A45,White
111,1457,1449,8,A15,White
49,1419,1544,-125,A20,White
40,1419,1865,-446,A20,Black
57,1433,1653,-220,A30,Black
14,1781,1441,340,A09,White
19,1639,1807,-168,C55,White
45,1807,1798,9,A10,White
109,1889,1807,82,B93,White
18,1807,1687,120,D05,Black
45,1639,1807,-168,A20,White
86,1630,1723,-93,B90,Black
61,1555,1575,-20,D02,White
35,1555,1755,-200,D02,White
42,1881,1555,326,D15,Black
79,1555,1412,143,B06,White
54,1412,1555,-143,A00,Black
89,1293,2123,-830,C50,White
25,2118,1294,824,D02,White
28,1295,2112,-817,C41,Black
35,1500,2154,-654,A46,White
30,2075,2140,-65,B45,White
125,1848,2264,-416,B01,White
137,2056,2264,-208,B01,White
140,2264,1639,625,B57,Draw
52,2366,2264,102,B01,Black
19,2030,2264,-234,B01,Black
92,1778,2264,-486,C77,Black
36,1778,2264,-486,C70,Black
35,2264,1778,486,B43,White
14,1778,2264,-486,B01,Black
41,2264,1778,486,B43,White
46,2016,2264,-248,C18,Black
63,2264,2016,248,C11,White
173,2225,2264,-39,C42,Draw
37,1305,2264,-959,C55,Black
57,2264,1841,423,D02,White
52,1841,2264,-423,D02,Black
51,2264,1841,423,B01,White
50,1841,2264,-423,A00,Black
54,1855,2264,-409,C42,Black
45,2264,1529,735,C01,White
17,2264,1753,511,C27,White
29,2264,1753,511,C40,White
68,1753,2264,-511,C23,Black
13,2264,1753,511,C27,White
48,1753,2264,-511,C01,Black
33,2264,1753,511,C40,White
25,2264,1713,551,A43,White
58,1455,2264,-809,B23,Black
97,2264,1455,809,E44,White
70,1455,2264,-809,E32,Black
59,2264,1455,809,C62,White
46,1455,2264,-809,B12,Black
67,2264,1871,393,B22,White
38,1871,2264,-393,A00,Black
64,1615,2264,-649,D00,Black
57,2264,1871,393,C41,White
71,1871,2264,-393,C53,Black
55,2264,1871,393,C41,White
74,1885,2261,-376,B20,Black
75,2249,2153,96,A00,White
133,2188,2234,-46,C65,Black
55,2218,2198,20,A07,White
19,1466,1046,420,C55,White
33,1457,1395,62,B31,White
122,1349,1449,-100,D00,Black
208,1465,1449,16,D50,Draw
48,1316,1442,-126,D32,Black
61,1434,1321,113,B52,White
46,2026,1864,162,A04,White
55,2021,1806,215,A04,White
103,2016,2032,-16,A45,White
99,2024,1933,91,A04,White
48,1892,2018,-126,B95,Black
145,2008,1986,22,A04,White
84,1830,2003,-173,E90,Black
42,1985,1993,-8,B50,Black
35,1980,2071,-91,A08,White
64,2064,1968,96,A48,Black
113,1958,1952,6,A04,White
50,1720,1943,-223,B90,Black
57,1937,1792,145,A07,White
21,1930,1810,120,A04,White
66,1950,1920,30,B22,Black
34,1802,1913,-111,B50,Black
73,1903,1887,16,A04,White
148,1901,1893,8,B90,Black
119,1829,1905,-76,B57,White
130,1903,1969,-66,A05,Draw
37,1954,1912,42,E73,White
108,1927,1916,11,A04,Black
149,1874,1939,-65,B22,White
103,1899,1950,-51,E70,White
158,1952,1907,45,A04,Draw
70,1957,2136,-179,A04,Black
111,2007,1966,41,B21,White
80,1970,1835,135,A04,Draw
113,1989,1980,9,B90,White
78,1810,1974,-164,B90,Black
81,1973,2003,-30,A08,Draw
77,2069,1969,100,B86,White
17,1958,1996,-38,A04,White
39,1951,1862,89,A04,White
104,2066,1937,129,A49,Black
135,1869,1939,-70,B20,Draw
110,1948,1948,0,A04,Black
119,1937,1959,-22,B53,White
29,1950,1901,49,A08,White
122,1726,1946,-220,A45,Black
109,1941,1916,25,A05,Draw
151,1859,1954,-95,B20,White
71,1975,1964,11,B92,White
77,1956,1854,102,A04,White
119,1785,1971,-186,B20,White
53,1960,2000,-40,A04,White
63,1949,1474,475,B50,White
31,1474,1623,-149,B84,White
58,1702,1474,228,B50,Black
46,1474,2014,-540,A20,Black
84,1500,1474,26,A45,Black
56,1363,1474,-111,B21,Black
24,1390,1474,-84,A45,White
65,1474,1254,220,C69,White
62,1495,1474,21,B20,Black
6,1500,1474,26,B23,Draw
29,1820,1474,346,B52,White
90,1474,2010,-536,B00,Draw
27,1474,1624,-150,B35,White
78,1767,1474,293,D94,Black
145,1474,1607,-133,C62,White
46,1487,1562,-75,D00,Black
120,1254,1461,-207,A00,Black
46,1514,1560,-46,A03,Black
93,1572,1590,-18,B01,White
52,1503,1498,5,B01,Black
70,1629,1603,26,C00,Black
75,1500,1393,107,D00,White
48,1873,2105,-232,D00,Black
53,2065,1879,186,B07,White
25,1886,2001,-115,D00,Black
71,1797,2083,-286,A15,White
27,1500,1500,0,D21,White
77,1128,795,333,A00,White
130,1128,2177,-1049,A00,Black
85,1114,1189,-75,A00,White
51,1191,1111,80,A00,Draw
53,1111,921,190,A00,White
36,897,1111,-214,B06,Black
26,1111,897,214,A00,White
52,1099,1124,-25,A04,White
139,1115,1013,102,A00,White
72,1099,1115,-16,B06,Black
142,1099,1115,-16,B06,Black
60,1136,843,293,A00,Black
23,798,1157,-359,B06,White
9,2419,1157,1262,B30,White
43,1151,964,187,A00,White
34,1113,1581,-468,C20,Black
38,1098,1202,-104,C41,White
23,1083,1218,-135,C44,White
6,1091,1203,-112,B20,Black
37,1236,1098,138,C45,White
19,1112,1109,3,C20,White
21,1188,1118,70,D00,White
65,1116,1173,-57,B01,Draw
28,1139,1104,35,C44,Black
19,1100,1116,-16,C65,White
47,1614,1711,-97,B07,White
30,1623,1701,-78,B07,Black
100,1716,1659,57,D10,Black
71,1794,1714,80,E76,Draw
29,1749,1726,23,B07,White
43,1711,1760,-49,D35,White
35,1700,1625,75,D15,White
32,1689,1593,96,D32,White
85,1663,1705,-42,A01,White
112,1695,1691,4,B08,Black
34,1676,1684,-8,A40,White
38,1696,1659,37,B07,Black
25,1651,1466,185,D21,White
15,1635,1647,-12,A40,White
41,1525,1657,-132,B07,White
49,1640,1650,-10,D06,White
68,1782,1651,131,B07,White
51,1630,1697,-67,D35,White
50,1674,1655,19,A50,Black
45,1643,1696,-53,D10,White
92,1708,1864,-156,A52,Black
70,1760,1683,77,D00,Black
86,1839,1651,188,D10,Black
54,1664,1820,-156,E20,Black
45,1641,1645,-4,D21,White
42,1657,1614,43,B07,Black
25,1700,1635,65,B07,White
45,1602,1671,-69,D02,White
70,1655,1566,89,E61,Black
136,1582,1770,-188,E20,Black
40,1648,1591,57,B07,Black
44,1629,1586,43,B07,Draw
58,1480,1551,-71,B07,Black
52,1577,1763,-186,A53,Black
74,1614,1732,-118,D10,Black
63,1890,1639,251,B08,White
88,1642,1638,4,B07,Draw
85,1549,1551,-2,D32,White
65,1652,1674,-22,A45,White
81,1500,1497,3,D10,White
68,1871,1774,97,E24,Black
56,1201,1871,-670,D00,Black
75,1870,1202,668,A40,White
14,1573,1866,-293,B01,Black
68,1771,1857,-86,A10,Black
24,1630,1851,-221,D15,Black
21,1799,1866,-67,B01,White
18,1585,1861,-276,C00,Black
43,1857,1590,267,C01,White
41,1594,1852,-258,B01,Black
16,1873,1574,299,A52,Black
57,1875,1821,54,D43,Draw
75,1875,1074,801,D20,White
48,1887,1892,-5,D31,Black
41,1880,1781,99,A43,White
54,1825,1869,-44,C00,Black
93,1940,1879,61,B01,White
64,1815,1882,-67,A00,Draw
57,1878,1534,344,A40,White
22,1873,1630,243,D37,White
73,1757,1891,-134,B01,White
53,1887,1564,323,D07,White
60,1426,1885,-459,B01,Black
95,1879,1671,208,D02,White
89,1872,1708,164,D43,White
58,1900,1900,0,D31,Black
74,1923,1211,712,D41,Black
73,1907,1677,230,D31,White
42,1683,1901,-218,D00,Black
55,1730,1893,-163,C00,Black
45,1886,1737,149,A40,White
47,1720,1905,-185,A06,White
27,1903,1454,449,D06,White
67,1894,1775,119,A85,White
55,1889,1641,248,D31,White
29,1883,1646,237,D44,White
50,1651,1878,-227,B01,Black
50,1217,1259,-42,A04,Black
52,1271,1517,-246,A04,Black
28,1500,1406,94,A06,Black
8,1132,1258,-126,A00,Black
22,1303,1248,55,B01,Black
84,1257,1296,-39,C20,Black
25,1152,1271,-119,C50,White
68,1283,1255,28,C20,Black
82,1295,1226,69,C20,Black
8,1448,1280,168,C20,Black
151,1268,1312,-44,B20,White
81,1378,1276,102,B01,White
34,1284,1370,-86,C20,Black
60,1311,1272,39,A40,Black
47,1245,1284,-39,A40,White
100,1331,1296,35,B00,Draw
40,1305,1360,-55,C20,Black
110,1193,1298,-105,D04,Black
57,1288,1257,31,C20,White
51,1245,1300,-55,C46,White
70,1315,1189,126,B20,Black
19,1302,1377,-75,B00,White
65,1251,1314,-63,C40,White
45,1307,1180,127,C20,White
37,1290,1548,-258,C40,White
37,1419,1309,110,B00,White
59,1303,1321,-18,B00,White
30,1227,1312,-85,B01,Black
63,1304,1226,78,B06,White
45,1371,1315,56,C20,White
128,1325,1361,-36,C20,Black
40,1340,1316,24,C20,Black
31,1307,1246,61,C20,White
97,1296,1298,-2,C20,White
7,1285,1279,6,B00,White
15,1328,1295,33,C50,White
58,1283,1499,-216,B27,Black
9,1310,1304,6,C42,White
14,1316,1298,18,C50,Black
43,1307,1272,35,C00,White
53,1304,1318,-14,C23,White
46,1236,1309,-73,C21,Black
91,1297,1319,-22,C45,White
49,1258,1299,-41,C40,White
53,1288,1268,20,B21,White
17,1242,1291,-49,C20,White
17,1291,1242,49,C20,White
22,1291,1500,-209,A40,Black
46,1291,1318,-27,A45,Black
59,1430,1434,-4,C40,White
43,1824,1500,324,A40,White
25,1500,1332,168,C40,Black
55,1604,1344,260,D02,White
61,1494,1364,130,A27,White
8,1500,1364,136,C40,White
38,1661,1364,297,C23,Black
16,1500,1364,136,C40,White
98,1364,1525,-161,C21,Black
79,1525,1364,161,C40,White
68,1390,1364,26,A00,White
17,1168,1364,-196,A00,White
55,1364,1500,-136,C42,White
47,1832,1500,332,A10,White
47,2005,1500,505,C50,White
74,1500,1531,-31,A00,Black
71,1531,1500,31,D00,White
12,1500,1500,0,C57,Black
52,1386,1468,-82,C27,Black
26,1371,1398,-27,B01,White
66,1413,1271,142,D00,Black
42,1279,1406,-127,B01,Black
135,1398,1286,112,D00,White
27,1407,1461,-54,B30,Black
53,1283,1422,-139,B01,White
29,2244,1411,833,D20,White
54,1411,1411,0,B01,Black
69,1391,1411,-20,C24,White
28,1337,1391,-54,B01,Black
87,1300,1405,-105,C20,White
26,1084,1402,-318,D00,Black
43,1396,1231,165,C24,White
50,1406,1416,-10,C23,Black
49,1405,1417,-12,D01,White
128,1426,1481,-55,C46,Black
54,1472,1436,36,B01,White
49,1430,1256,174,A40,White
55,1335,1444,-109,B01,White
59,1436,1345,91,A40,White
76,1355,1428,-73,B01,Black
41,1441,1338,103,C23,Black
56,1451,1480,-29,D00,Black
82,1386,1442,-56,B01,Black
75,1429,1511,-82,C23,White
131,1416,1491,-75,D00,White
38,1387,1406,-19,B01,Black
69,1375,1396,-21,B01,Black
48,1406,1423,-17,B01,Black
80,1364,1397,-33,B01,Black
35,1330,1409,-79,A06,White
81,1404,1197,207,C23,White
49,1397,1415,-18,D00,White
79,1405,1408,-3,D00,White
13,1171,1422,-251,D00,White
105,1412,1401,11,C00,White
83,1518,1419,99,A00,White
46,1280,1413,-133,B01,Black
77,1393,1527,-134,D00,White
51,1730,1393,337,A02,White
55,1527,1393,134,D00,White
78,1309,1393,-84,B01,Black
51,1393,1309,84,D04,White
78,1393,1527,-134,D00,Black
56,1393,1309,84,D00,Black
134,1428,1279,149,D00,Black
63,1428,1730,-302,D00,White
61,1730,1428,302,C00,White
50,1428,1527,-99,D00,Black
87,1279,1428,-149,B01,White
65,1730,1428,302,D00,White
73,1500,1428,72,A06,White
25,1527,1309,218,A00,White
137,1730,1309,421,B00,Draw
56,1309,1730,-421,C27,Black
107,1527,1309,218,D00,White
78,1309,1393,-84,B01,Black
169,1730,1309,421,D00,Draw
51,1393,1309,84,D04,White
108,1309,1527,-218,B01,Black
56,1393,1309,84,D00,Black
37,1845,1507,338,A40,White
70,1509,1868,-359,A84,Black
16,1513,1783,-270,A40,Black
60,1599,1499,100,B01,Black
61,1539,1510,29,B00,White
72,1519,1557,-38,A45,Black
120,1533,1507,26,A40,Black
24,1513,1695,-182,A00,Black
54,1518,1716,-198,C33,Black
155,1609,1526,83,D50,White
80,1535,1620,-85,A03,Black
59,1729,1553,176,B00,White
50,1526,1542,-16,B20,Black
53,1508,1555,-47,B00,White
27,1531,1579,-48,C70,White
43,1581,1541,40,C50,White
52,1550,1620,-70,D24,Black
82,1562,1556,6,C50,Black
53,2167,1562,605,B30,White
60,1130,1383,-253,C34,Black
50,1136,1383,-247,A00,Black
37,1383,1136,247,C50,White
76,984,1378,-394,D00,Black
46,1378,1377,1,C40,Black
11,1372,1003,369,B50,White
77,1364,1065,299,C00,White
20,1196,1348,-152,D20,Black
37,1336,1088,248,C00,White
89,1310,1273,37,C42,White
17,1382,1304,78,C23,Draw
30,1285,1116,169,B30,White
77,1271,1328,-57,C50,White
89,1574,1562,12,D04,White
67,1590,1561,29,B20,Draw
31,1558,1235,323,D21,White
101,1547,1567,-20,D20,White
37,1517,1559,-42,E90,White
80,1429,1552,-123,C00,Black
107,1741,1810,-69,A03,White
64,1805,1727,78,C00,Black
63,1866,1734,132,C02,White
44,1722,1756,-34,A04,White
81,1740,1496,244,C36,Black
164,1750,1804,-54,A09,Black
52,1757,1893,-136,C45,Black
95,1746,1743,3,A04,White
90,1534,1740,-206,C00,Black
49,1498,1759,-261,A00,White
35,1672,1774,-102,C18,White
72,1932,1757,175,C03,Black
89,1742,1856,-114,D85,White
36,1500,1425,75,B50,Black
35,1425,1500,-75,B32,White
21,1417,1326,91,A53,White
105,1403,1428,-25,B20,White
15,1437,1458,-21,D50,Black
21,1446,1448,-2,B52,White
46,1441,1331,110,E20,White
42,1470,1428,42,B20,Black
63,1415,1484,-69,A40,White
62,1402,1495,-93,A10,White
96,1345,1392,-47,B25,Black
33,1420,1403,17,E61,White
37,1556,1410,146,B20,White
43,1507,1418,89,A48,White
47,1410,1300,110,B00,White
63,1398,1416,-18,C66,White
41,1383,1410,-27,A49,White
36,1428,1222,206,B01,Black
42,1436,1522,-86,C40,Black
31,1428,1318,110,C65,White
45,1500,1435,65,A45,White
60,1593,1442,151,E61,White
39,1469,1453,16,B21,White
114,1450,1525,-75,C02,Draw
74,1461,1490,-29,C61,Black
58,1400,1451,-51,B22,Black
76,1525,1418,107,B22,Black
60,1427,1433,-6,C40,Black
30,1464,1416,48,B22,Black
20,1476,1387,89,A04,Black
59,1378,1318,60,B02,White
76,1299,1369,-70,E77,Black
48,1384,1285,99,B42,Black
64,1500,1374,126,B50,Black
62,1333,1364,-31,B20,Black
51,1350,1409,-59,C41,White
69,1327,1383,-56,B10,White
40,1337,1384,-47,C10,Black
68,1033,1333,-300,E60,Black
38,1500,1287,213,C68,Black
5,1465,1287,178,C20,White
105,1413,1305,108,A01,White
43,1275,1308,-33,C50,White
33,1245,1259,-14,C00,White
32,1292,1275,17,D15,White
131,1264,1315,-51,C20,White
38,1282,1234,48,C42,White
75,1250,1156,94,B01,White
32,1250,1500,-250,C65,Black
57,1138,1176,-38,C44,White
33,1373,1084,289,B01,White
121,2286,1373,913,D02,White
52,1194,1311,-117,A00,Black
92,1330,1268,62,C42,Draw
43,1511,1500,11,C20,White
48,886,1659,-773,C21,Black
41,1358,886,472,B20,White
23,1620,890,730,A04,White
49,1484,898,586,B20,White
61,1500,898,602,B50,White
19,1325,921,404,C10,White
27,1397,940,457,C46,White
31,1500,963,537,C57,White
56,1049,1234,-185,C10,Black
91,1118,1049,69,A40,White
36,1110,1500,-390,D00,White
20,1500,1595,-95,B01,Black
31,1359,1500,-141,C40,White
12,1500,1595,-95,B01,Black
22,1500,1500,0,B00,Black
21,1649,1500,149,D00,White
7,1500,1500,0,C23,White
18,1500,1683,-183,C20,Black
99,1804,2023,-219,B03,White
60,1822,1588,234,C40,Black
62,1853,1809,44,A17,Black
47,1805,1536,269,C44,White
52,1580,1800,-220,C44,Black
51,1794,1597,197,C40,White
69,2100,1798,302,C45,White
47,1789,1695,94,B50,White
63,1774,1894,-120,C55,White
94,1719,1765,-46,C65,Black
57,1874,1765,109,C65,White
54,1781,1956,-175,A06,Black
41,1773,1659,114,B12,White
41,1899,1780,119,C21,White
44,1714,1771,-57,C65,Black
85,2032,1776,256,A42,White
2,1765,1234,531,A01,White
26,1246,1753,-507,A40,Black
12,1739,1260,479,A00,White
14,1279,1720,-441,A01,Black
73,1694,1305,389,A04,White
3,1654,1345,309,A01,White
6,1423,1576,-153,C00,Black
26,1662,1337,325,A43,Draw
3,1500,1500,0,A40,Black
34,1579,1022,557,D02,White
70,1028,1284,-256,C30,Black
35,1307,1033,274,C00,White
43,983,1051,-68,C00,White
42,1058,1249,-191,B01,Black
11,1066,1256,-190,C34,Black
20,1073,1313,-240,C30,Black
65,1308,1079,229,C44,White
39,1046,1096,-50,C00,White
112,1118,1002,116,A40,Black
61,1107,977,130,C00,White
119,1125,1124,1,D00,White
49,1328,1133,195,B02,White
92,1150,1157,-7,C00,Black
52,1131,1167,-36,B01,White
16,1107,1225,-118,B01,White
52,1129,1096,33,C42,Black
16,1132,1107,25,C00,Black
67,1208,1123,85,C00,White
7,1099,1198,-99,C21,White
34,1110,1320,-210,B01,Black
37,1315,1122,193,A10,White
81,1094,1144,-50,C25,White
58,1317,1049,268,A04,Black
27,1061,1297,-236,C20,Black
42,1074,1292,-218,C21,Black
49,1287,1089,198,C24,White
119,1098,1123,-25,D00,White
44,1138,1368,-230,B00,Black
30,1114,998,116,B06,White
47,1296,1051,245,D02,Black
95,1045,1101,-56,D02,White
16,1138,1217,-79,C44,Black
49,1062,1216,-154,C11,White
3,1045,1080,-35,C21,White
67,1175,1121,54,C42,White
64,1253,1232,21,C42,Black
86,1253,1956,-703,A40,Black
36,1257,1715,-458,A43,Black
41,1923,1258,665,B13,White
38,1262,1661,-399,D02,Black
70,1265,1720,-455,A40,Black
39,1782,1268,514,B00,White
25,1551,1276,275,B15,White
23,1810,1278,532,B10,White
19,1283,1668,-385,B21,Black
43,2003,1284,719,B12,White
109,1239,1699,-460,C27,White
45,1670,1243,427,B12,White
46,1246,1759,-513,C50,Black
40,1252,1611,-359,B20,Black
31,1955,1253,702,B15,White
32,1256,1703,-447,D35,Black
45,1866,1258,608,C48,White
96,1666,1212,454,D01,Black
52,1212,2215,-1003,E20,Black
69,1928,1213,715,D35,White
58,1178,1616,-438,B07,Black
48,1268,1142,126,B02,Black
72,1017,1122,-105,C55,Black
104,1152,1158,-6,B32,Black
93,983,1167,-184,B50,Draw
55,1168,1833,-665,B20,Black
38,1182,1429,-247,C21,Black
68,1347,1417,-70,C55,Black
65,1406,1371,35,C40,White
32,1467,1390,77,C50,Black
99,1423,1402,21,C26,White
83,1411,1431,-20,C48,White
52,1358,1420,-62,C42,Black
17,1422,1500,-78,D06,White
72,1500,1422,78,A03,Black
23,1416,1330,86,D07,White
50,1173,1410,-237,B20,Black
39,1725,1402,323,B01,White
104,1550,1372,178,C57,Black
35,1355,1352,3,A20,White
125,1452,1351,101,C02,Draw
80,1362,1458,-96,C65,Black
56,1500,1362,138,A06,Black
6,1375,1435,-60,A10,Black
77,1500,1375,125,D00,White
14,1355,1431,-76,A20,White
49,1333,1471,-138,C40,White
101,1831,1520,311,C42,White
39,1864,1520,344,C34,White
47,1288,1520,-232,D00,White
24,1616,1504,112,C62,Black
122,1584,1504,80,C44,Black
58,1504,1612,-108,B01,Black
68,1504,1737,-233,C42,Black
66,1504,1500,4,A22,Black
58,1500,1504,-4,D00,Black
51,1504,1500,4,A21,White
38,1500,1504,-4,D00,Black
61,1606,1504,102,C42,White
74,1504,1606,-102,B13,Black
56,1500,1504,-4,C20,Black
81,1504,1500,4,B01,White
54,1500,1504,-4,D00,Black
41,1504,1500,4,C23,White
62,1500,1504,-4,A00,Black
42,943,1504,-561,C20,Black
89,1504,1184,320,B06,White
33,1428,1507,-79,C41,Draw
28,1233,1503,-270,C55,Black
25,1500,1149,351,C23,White
56,1587,1500,87,D02,Black
16,1500,1587,-87,A52,Black
66,1587,1500,87,A01,Black
77,1500,1500,0,C65,White
73,1500,1500,0,A21,White
19,1527,1500,27,C55,Draw
58,1500,1500,0,C20,Black
34,1500,1700,-200,A34,Black
21,1500,1457,43,A22,Draw
95,1500,1648,-148,A21,Draw
73,1712,1500,212,C21,White
46,1500,1712,-212,A22,Black
78,1500,1500,0,C20,Black
43,1788,1500,288,C34,Draw
39,1500,1500,0,A22,White
59,1500,1500,0,D00,White
22,1500,1500,0,C24,Black
45,1500,1479,21,C46,White
61,1381,1500,-119,C62,White
10,1500,1500,0,C62,Black
107,1702,1500,202,C20,White
44,1665,1697,-32,C46,Black
81,1668,1543,125,C00,White
117,1659,1628,31,A06,Draw
38,1680,1633,47,A04,Black
79,1680,1700,-20,A04,Draw
84,1696,1527,169,C00,Black
47,1693,1386,307,A04,White
57,1687,1624,63,A04,White
100,1691,1386,305,C42,Draw
89,1684,1560,124,A04,White
38,1672,1702,-30,A04,White
66,1579,1664,-85,D20,Black
58,1678,1565,113,B06,Black
97,1680,1600,80,A04,White
88,1691,1696,-5,D02,Black
23,1684,1703,-19,C55,White
62,1717,1618,99,C55,Black
95,1626,1708,-82,B00,Black
96,1722,1612,110,C46,Black
94,1730,1848,-118,C41,Black
79,1724,1560,164,C50,White
77,1519,1740,-221,C42,White
31,1738,1370,368,C55,White
80,1656,1729,-73,D06,Black
57,1628,1721,-93,B00,Black
42,1728,1853,-125,B08,Black
135,1719,1677,42,C41,White
114,1687,1709,-22,A10,Black
36,1721,1679,42,A04,Black
147,1696,1722,-26,C55,Draw
37,1718,1436,282,C41,White
87,1709,1629,80,D02,White
123,1704,1510,194,A06,White
89,1695,1643,52,A06,White
