rated,turns,time_increment,white_rating,black_rating,rank_diff,opening_code,opening_moves,victory_status,winner
TRUE,29,10+0,1523,1375,148,C46,7,Resign,Black
FALSE,93,7+2,1375,1992,-617,B01,4,Resign,Black
TRUE,95,8+25,1281,930,351,C00,3,Mate,White
FALSE,80,10+0,1221,1281,-60,B40,10,Out of Time,Black
TRUE,47,15+0,1278,946,332,A15,3,Mate,White
TRUE,18,15+0,950,1274,-324,B20,3,Resign,Black
TRUE,31,15+0,1270,953,317,C44,5,Mate,White
TRUE,61,10+0,1245,1277,-32,D02,4,Mate,White
TRUE,93,10+0,1240,1012,228,A30,2,Mate,White
TRUE,114,15+0,1255,1157,98,C41,7,Resign,Black
FALSE,46,7+3,874,1255,-381,B23,4,Out of Time,Black
TRUE,28,20+0,1152,1246,-94,B20,2,Mate,Black
TRUE,33,15+0,1242,953,289,C70,10,Mate,White
TRUE,107,10+6,1234,1087,147,B00,4,Resign,White
TRUE,9,19+19,1231,905,326,D02,3,Resign,White
TRUE,38,19+19,909,1227,-318,D00,4,Resign,Black
TRUE,105,15+10,1218,1111,107,D05,6,Mate,White
TRUE,32,15+0,1268,1204,64,B20,3,Mate,Black
TRUE,115,15+0,1017,1223,-206,D01,4,Resign,White
TRUE,123,7+4,1276,1234,42,C20,3,Mate,White
TRUE,72,7+4,1246,1238,8,A46,3,Resign,Black
TRUE,29,7+4,1190,1261,-71,B40,4,Mate,White
TRUE,105,7+4,1249,1233,16,A40,4,Mate,White
FALSE,41,20+0,1249,1500,-251,D02,4,Resign,White
FALSE,49,25+0,1249,1531,-282,A40,2,Resign,Black
TRUE,105,30+0,1138,1266,-128,A01,2,Resign,White
TRUE,35,30+0,1256,1163,93,A10,2,Resign,White
TRUE,43,30+0,1111,1275,-164,D01,4,Resign,White
TRUE,97,10+0,1667,1250,417,D20,5,Mate,White
TRUE,40,10+0,1252,1770,-518,C20,3,Resign,Black
TRUE,57,10+0,1689,1254,435,D02,4,Resign,White
TRUE,56,10+0,1255,1833,-578,C25,4,Mate,Black
TRUE,35,10+0,2033,1256,777,A00,1,Resign,White
TRUE,46,10+0,1525,1232,293,C41,5,Mate,Black
TRUE,60,10+0,1235,1592,-357,B06,2,Resign,Black
TRUE,31,10+0,1444,1242,202,C51,7,Mate,White
TRUE,60,10+0,1246,1565,-319,C21,3,Resign,Black
TRUE,52,10+0,1257,1342,-85,C44,4,Mate,Black
TRUE,19,10+0,1495,1263,232,A06,3,Mate,White
TRUE,41,10+0,1790,1265,525,C40,4,Resign,White
TRUE,36,10+0,1266,1854,-588,A46,3,Mate,Black
TRUE,54,30+1,1278,1329,-51,C51,7,Mate,Black
TRUE,42,10+0,1290,1436,-146,A00,1,Resign,Black
TRUE,30,10+0,1293,1710,-417,B27,4,Resign,Black
TRUE,70,30+1,958,1289,-331,A00,1,Mate,Black
TRUE,35,10+0,1709,1291,418,B00,2,Resign,White
TRUE,31,10+0,1755,1293,462,D30,4,Mate,White
TRUE,64,10+0,1296,1702,-406,B30,4,Resign,Black
TRUE,45,10+0,1680,1299,381,C23,3,Mate,White
TRUE,56,10+0,1302,1647,-345,C20,3,Resign,Black
TRUE,42,10+0,1303,1876,-573,A00,1,Mate,Black
TRUE,27,10+0,1473,1311,162,C40,4,Resign,White
TRUE,39,10+0,1774,1313,461,C30,3,Resign,White
TRUE,19,10+0,1302,1236,66,C20,3,Resign,White
TRUE,34,10+0,1313,1401,-88,A00,1,Mate,Black
TRUE,31,10+0,1809,1314,495,C50,5,Resign,White
TRUE,54,10+0,1323,1451,-128,C20,3,Out of Time,Black
TRUE,134,30+1,1369,1307,62,C26,5,Mate,Black
TRUE,86,30+1,1319,1363,-44,A00,1,Resign,Black
TRUE,30,30+1,1324,1599,-275,C41,4,Resign,Black
TRUE,29,10+0,1698,1327,371,C24,5,Resign,White
TRUE,55,10+0,1552,1334,218,C24,5,Resign,White
TRUE,34,30+1,1289,1321,-32,A00,1,Mate,Black
TRUE,81,10+0,1297,1532,-235,B01,2,Out of Time,White
TRUE,84,10+0,1300,1749,-449,B07,2,Resign,Black
TRUE,56,10+0,1302,1696,-394,C65,6,Mate,Black
TRUE,35,30+1,1282,1428,-146,B52,6,Resign,White
TRUE,30,30+1,1453,1261,192,D00,3,Mate,Black
TRUE,21,30+1,1235,1246,-11,C42,5,Resign,Black
TRUE,98,30+1,1453,1222,231,D00,2,Resign,Black
TRUE,70,30+1,1338,1200,138,C41,4,Mate,Black
TRUE,82,10+0,1208,1406,-198,A00,5,Mate,Black
TRUE,74,10+0,1213,1519,-306,B21,3,Out of Time,Black
TRUE,53,10+0,1833,1214,619,D00,3,Resign,White
TRUE,41,10+0,1185,1590,-405,A07,3,Resign,White
TRUE,25,10+0,1848,1186,662,A02,1,Resign,White
TRUE,88,10+0,1188,1605,-417,A00,1,Resign,Black
TRUE,60,10+0,2035,1629,406,D02,5,Mate,Black
TRUE,79,10+0,1609,1754,-145,C65,6,Resign,White
TRUE,52,10+0,1584,1957,-373,C00,3,Resign,White
TRUE,68,10+0,1374,1553,-179,D00,3,Mate,Black
TRUE,40,10+0,1813,1528,285,B45,11,Resign,Black
TRUE,71,10+0,1503,1819,-316,C02,11,Mate,White
TRUE,56,10+0,1669,1481,188,A40,2,Mate,Black
TRUE,37,10+0,1467,1454,13,C60,5,Mate,White
TRUE,28,10+0,1429,1384,45,B30,5,Resign,White
TRUE,46,10+0,1453,1412,41,D06,4,Mate,Black
TRUE,51,10+0,1385,1637,-252,C68,10,Resign,White
TRUE,66,10+0,1235,1375,-140,B06,2,Mate,Black
TRUE,26,10+0,1431,1355,76,A00,1,Mate,Black
TRUE,53,10+0,1763,1358,405,D00,4,Out of Time,White
TRUE,19,10+0,1306,1546,-240,B01,4,Resign,White
TRUE,32,10+0,1248,1291,-43,C43,9,Resign,Black
TRUE,21,10+0,1258,1673,-415,C00,3,Resign,White
TRUE,41,10+0,1916,1222,694,C45,9,Resign,Black
TRUE,50,10+0,1788,1187,601,C37,12,Resign,Black
TRUE,65,10+0,1155,1510,-355,C60,5,Mate,White
TRUE,37,10+0,1132,1227,-95,C40,4,Mate,White
TRUE,27,10+0,1113,1122,-9,C41,5,Mate,White
TRUE,9,10+0,1102,930,172,B02,4,Resign,White
FALSE,59,10+60,1102,1810,-708,A00,1,Resign,White
TRUE,22,10+0,1023,1086,-63,C00,3,Resign,Black
TRUE,106,10+0,1098,1249,-151,A00,1,Mate,Black
TRUE,79,10+0,1241,1112,129,C00,2,Mate,White
TRUE,124,10+0,1130,1210,-80,A00,1,Mate,Black
TRUE,60,10+0,1169,1104,65,C00,3,Mate,Black
TRUE,88,10+0,1114,1384,-270,A00,1,Mate,Black
TRUE,39,10+0,1636,1116,520,C00,3,Mate,White
TRUE,53,10+0,1825,1074,751,C00,2,Mate,White
TRUE,28,10+0,1074,2151,-1077,A00,1,Mate,Black
TRUE,61,6+8,1429,1416,13,A45,2,Resign,White
TRUE,64,5+10,1425,1447,-22,C55,6,Mate,Black
TRUE,127,20+0,1451,1414,37,B50,4,Resign,Black
TRUE,114,20+0,1424,1431,-7,C55,7,Resign,Black
TRUE,43,20+0,1436,1389,47,B01,4,Resign,Black
TRUE,19,10+0,1426,1411,15,C53,9,Mate,White
TRUE,83,15+7,1419,1437,-18,A01,5,Resign,White
TRUE,69,5+10,1399,1449,-50,B25,4,Mate,White
TRUE,39,15+3,1441,1366,75,C55,7,Resign,White
TRUE,40,20+10,1453,1369,84,C53,9,Resign,Black
TRUE,114,30+0,1464,1465,-1,C53,9,Resign,Black
TRUE,70,30+0,1476,1453,23,B25,4,Resign,Black
TRUE,91,10+2,1497,1462,35,B50,5,Out of Time,White
TRUE,51,10+25,1472,1498,-26,B12,3,Resign,Black
TRUE,93,20+15,1459,1461,-2,B20,3,Resign,Black
TRUE,89,8+0,1456,1472,-16,B50,4,Mate,White
TRUE,43,8+0,1462,1441,21,C53,7,Resign,White
TRUE,42,9+3,1450,1452,-2,B20,3,Resign,Black
TRUE,43,9+3,1441,1462,-21,C55,6,Mate,White
TRUE,66,8+5,1451,1451,0,B20,3,Resign,White
TRUE,100,8+0,1461,1491,-30,C55,6,Out of Time,Black
TRUE,51,12+8,1465,1472,-7,B20,2,Resign,White
TRUE,67,9+10,1462,1424,38,B54,6,Resign,White
TRUE,54,9+9,1450,1452,-2,B21,3,Out of Time,Black
TRUE,36,15+2,1464,1415,49,C55,6,Resign,Black
TRUE,63,5+5,1417,1454,-37,B57,8,Resign,Black
TRUE,65,30+0,1443,1454,-11,C50,7,Mate,White
TRUE,96,10+0,1471,1454,17,B20,2,Resign,White
TRUE,50,15+15,1465,1438,27,B84,14,Resign,Black
TRUE,81,45+15,1417,1477,-60,B50,4,Resign,White
TRUE,65,5+8,1474,1201,273,C41,5,Resign,White
TRUE,21,5+5,1510,1483,27,B20,3,Resign,White
TRUE,35,15+16,1480,1494,-14,B90,10,Resign,White
TRUE,42,10+0,1498,1768,-270,C55,6,Resign,Black
TRUE,48,10+0,1510,1452,58,C41,7,Resign,Black
TRUE,75,10+0,1435,1523,-88,B21,3,Resign,White
TRUE,66,20+0,1536,1460,76,C41,5,Resign,Black
TRUE,21,10+10,1514,1547,-33,B34,9,Resign,White
TRUE,61,10+5,1559,1514,45,B54,6,Resign,Black
TRUE,78,10+3,1568,1581,-13,C14,13,Mate,Black
TRUE,38,15+5,1475,1560,-85,B51,5,Mate,Black
TRUE,113,20+0,1561,1525,36,C50,5,Draw,Draw
TRUE,40,10+15,1553,1459,94,C53,9,Resign,White
TRUE,42,10+15,1456,1556,-100,B20,3,Draw,Draw
TRUE,145,25+0,1546,1532,14,C41,5,Mate,White
TRUE,78,15+2,1543,1536,7,A45,2,Mate,Black
TRUE,40,10+3,1547,1513,34,C50,6,Mate,Black
TRUE,76,11+0,1477,1560,-83,A00,1,Resign,White
TRUE,89,11+0,1551,1486,65,C16,7,Resign,White
TRUE,61,11+0,1472,1564,-92,A00,1,Resign,White
TRUE,78,8+0,1436,1568,-132,B06,2,Resign,Black
TRUE,59,5+5,1567,1108,459,A00,1,Out of Time,White
TRUE,89,9+0,1301,1587,-286,B06,2,Mate,White
TRUE,103,8+8,1292,1622,-330,B06,2,Mate,White
TRUE,163,6+5,1616,1404,212,A00,1,Mate,White
TRUE,19,9+9,1613,1279,334,A00,1,Resign,White
TRUE,53,5+8,1607,1403,204,A00,1,Resign,White
TRUE,71,5+5,1600,1421,179,A00,1,Resign,White
TRUE,88,10+0,1580,1763,-183,D00,3,Resign,Black
TRUE,140,10+0,1711,1753,-42,B12,7,Mate,Black
TRUE,69,10+5,2211,1900,311,C10,5,Mate,White
TRUE,76,10+5,2070,2203,-133,C88,13,Mate,Black
TRUE,155,10+5,2196,2030,166,B33,8,Resign,White
TRUE,75,10+5,2290,2205,85,C77,9,Resign,White
TRUE,59,5+6,1962,2219,-257,A15,4,Mate,White
TRUE,64,5+5,1966,2214,-248,D00,3,Mate,Black
TRUE,72,7+4,2232,2081,151,C50,9,Out of Time,Black
TRUE,67,7+4,2169,2221,-52,D06,4,Resign,Black
TRUE,93,7+4,2209,2193,16,B90,11,Mate,White
TRUE,39,7+4,1788,2207,-419,C45,11,Resign,Black
TRUE,52,7+4,2202,1915,287,B34,9,Resign,White
TRUE,121,7+4,2199,1843,356,C02,7,Mate,White
TRUE,66,7+4,2178,2187,-9,A01,2,Resign,Black
TRUE,7,7+4,2173,2189,-16,B01,4,Resign,White
TRUE,101,7+4,2167,1933,234,B07,4,Resign,White
TRUE,56,7+4,2080,2157,-77,D35,6,Resign,Black
TRUE,122,7+4,2176,2027,149,B20,2,Resign,Black
TRUE,87,7+4,2018,2167,-149,D30,4,Resign,Black
TRUE,84,7+4,1989,2160,-171,D06,4,Mate,Black
TRUE,81,7+4,2147,2120,27,C00,3,Resign,White
TRUE,33,7+4,2145,1631,514,B30,4,Resign,White
TRUE,48,7+4,1692,2143,-451,D30,4,Resign,Black
TRUE,25,7+4,1690,2141,-451,C45,7,Resign,Black
TRUE,93,7+4,2129,2088,41,B50,4,Resign,White
TRUE,73,7+4,2022,2148,-126,A01,5,Out of Time,White
TRUE,67,7+4,2146,1645,501,B91,11,Resign,White
TRUE,83,7+4,1739,2143,-404,C77,9,Resign,Black
TRUE,118,7+4,2155,1758,397,C00,3,Draw,Draw
TRUE,65,7+4,2148,1947,201,C40,4,Out of Time,White
TRUE,78,10+0,1852,1874,-22,D00,3,Resign,Black
TRUE,87,10+0,1828,1767,61,A40,2,Resign,White
TRUE,54,10+0,1863,1831,32,D00,3,Mate,Black
TRUE,17,10+0,1846,1561,285,D00,3,Mate,White
TRUE,136,10+0,1565,1831,-266,B20,3,Resign,Black
TRUE,79,10+0,1814,1569,245,D00,3,Mate,White
TRUE,42,10+0,1741,1771,-30,D02,3,Mate,Black
TRUE,63,10+0,1712,1752,-40,D00,3,Mate,White
TRUE,133,10+0,1832,1762,70,B50,5,Mate,White
TRUE,49,10+0,1921,1815,106,B71,11,Resign,White
TRUE,42,10+0,1581,1767,-186,B20,3,Resign,Black
TRUE,138,10+0,1410,1736,-326,B21,3,Out of Time,Black
TRUE,52,10+0,1688,1414,274,A40,2,Resign,White
TRUE,74,10+0,1852,1862,-10,A39,13,Resign,Black
TRUE,107,10+0,1868,1716,152,A04,2,Resign,Black
TRUE,62,10+0,1881,1825,56,A05,4,Mate,Black
TRUE,57,10+0,1854,1893,-39,B21,5,Resign,White
TRUE,73,10+0,1885,1798,87,A04,2,Mate,White
TRUE,45,10+0,1864,2267,-403,A39,13,Resign,White
TRUE,155,10+0,1832,1877,-45,B20,3,Mate,White
TRUE,75,10+0,1859,1741,118,A04,2,Mate,White
TRUE,33,10+0,1913,1643,270,A01,1,Mate,White
TRUE,42,10+0,1732,1653,79,D30,4,Resign,White
TRUE,91,10+0,1645,1525,120,B34,8,Resign,White
TRUE,56,10+0,1663,1631,32,C00,3,Resign,Black
TRUE,105,10+0,2063,1633,430,C02,11,Mate,White
TRUE,82,10+0,1445,1627,-182,D32,6,Resign,Black
TRUE,67,10+0,1625,1212,413,B34,9,Out of Time,White
TRUE,64,10+0,1634,1715,-81,C41,4,Resign,Black
TRUE,53,10+0,2054,1636,418,D35,9,Mate,White
TRUE,70,10+0,1638,2075,-437,C48,8,Resign,Black
TRUE,53,10+0,1617,2024,-407,C77,9,Resign,White
TRUE,55,10+0,1727,1625,102,C01,5,Mate,White
TRUE,56,10+0,1638,1606,32,C00,4,Resign,Black
TRUE,42,10+0,973,1173,-200,A00,1,Resign,Black
TRUE,43,10+0,1170,981,189,C40,3,Out of Time,White
TRUE,73,10+0,1272,986,286,A00,1,Out of Time,White
TRUE,78,10+0,999,1068,-69,C20,3,Mate,Black
TRUE,93,10+0,979,1043,-64,B00,2,Out of Time,White
TRUE,41,10+0,906,1001,-95,A40,3,Out of Time,White
TRUE,45,10+0,1053,1017,36,C23,3,Out of Time,White
TRUE,72,10+0,1037,1004,33,B02,2,Out of Time,Black
TRUE,56,10+0,1059,1016,43,C40,4,Out of Time,Black
TRUE,76,10+0,1036,1035,1,B20,3,Out of Time,Black
TRUE,69,10+0,1261,1045,216,A00,1,Resign,White
TRUE,19,10+0,1351,1052,299,D43,8,Resign,White
TRUE,98,10+0,1071,1118,-47,B02,2,Out of Time,Black
TRUE,109,10+0,1064,1174,-110,C33,4,Draw,Draw
TRUE,27,10+0,1378,1071,307,C55,6,Resign,White
TRUE,36,10+0,1092,1143,-51,A00,1,Mate,Black
TRUE,59,10+0,1140,1117,23,C00,3,Out of Time,White
TRUE,56,10+0,1141,1168,-27,B01,2,Out of Time,Black
TRUE,39,10+0,1221,1166,55,C42,5,Mate,White
TRUE,72,10+0,1296,1120,176,A45,3,Mate,Black
TRUE,44,10+0,1136,1344,-208,B01,4,Mate,Black
TRUE,39,10+0,1076,1343,-267,B21,3,Mate,White
TRUE,101,10+0,1004,1085,-81,C40,4,Draw,Draw
TRUE,70,10+0,1023,1197,-174,C30,5,Resign,White
TRUE,61,10+0,1190,1052,138,C20,3,Out of Time,White
TRUE,53,10+0,1110,1104,6,C42,5,Mate,White
TRUE,38,10+0,1152,1218,-66,D00,2,Resign,Black
TRUE,30,10+0,1221,1238,-17,A10,3,Mate,Black
TRUE,84,10+0,1135,1129,6,B23,3,Mate,Black
TRUE,33,10+0,1218,1266,-48,B23,3,Mate,White
TRUE,62,10+0,1500,1398,102,C46,6,Out of Time,Black
TRUE,46,10+0,1500,1504,-4,C44,5,Out of Time,Black
TRUE,23,10+0,1644,1638,6,C68,8,Resign,White
FALSE,38,15+60,1638,2019,-381,B10,5,Out of Time,Black
TRUE,43,10+0,1500,1770,-270,C41,4,Draw,Draw
FALSE,77,10+0,1480,1496,-16,C02,7,Resign,White
FALSE,87,10+0,1480,1310,170,C50,8,Mate,White
FALSE,104,10+0,1082,1480,-398,D02,4,Mate,Black
FALSE,44,10+0,1480,1488,-8,C55,6,Resign,Black
FALSE,71,10+0,1359,1480,-121,C47,8,Resign,White
FALSE,36,10+0,1350,1480,-130,C61,6,Resign,Black
FALSE,23,10+0,1480,1350,130,C55,6,Resign,White
FALSE,40,10+0,1357,1480,-123,C26,5,Resign,White
FALSE,49,10+0,1480,1500,-20,C55,7,Resign,White
FALSE,52,10+0,1500,1480,20,C61,6,Resign,Black
FALSE,100,10+0,1444,1480,-36,D08,4,Mate,Black
FALSE,38,10+0,1480,1376,104,B01,6,Resign,Black
FALSE,35,10+0,1480,1027,453,C55,7,Resign,White
FALSE,14,10+0,1027,1480,-453,C46,7,Resign,Black
FALSE,35,10+0,1480,1499,-19,B30,5,Mate,White
FALSE,77,10+0,1480,1357,123,C55,7,Resign,White
FALSE,59,10+0,1480,1500,-20,B07,5,Mate,White
FALSE,40,10+0,1225,1480,-255,C50,6,Mate,Black
FALSE,40,10+0,1480,1490,-10,C50,8,Resign,Black
FALSE,54,10+0,1316,1480,-164,C61,6,Resign,Black
FALSE,71,10+0,1082,1480,-398,C62,6,Resign,White
FALSE,55,10+0,1480,1161,319,C41,7,Resign,White
FALSE,16,10+0,1500,1480,20,C50,6,Mate,Black
FALSE,66,10+0,1314,1480,-166,C20,3,Mate,Black
FALSE,50,10+0,1225,1480,-255,D08,7,Resign,White
FALSE,108,10+0,1480,1298,182,C44,6,Resign,Black
FALSE,25,10+0,1480,1456,24,C55,7,Resign,Black
FALSE,57,10+0,1480,1465,15,C50,8,Resign,White
FALSE,51,10+0,1480,1209,271,B07,3,Mate,White
FALSE,58,10+0,1209,1480,-271,A00,1,Mate,Black
FALSE,64,10+0,1500,1480,20,A10,2,Out of Time,Black
FALSE,60,10+0,1500,1480,20,A00,1,Mate,Black
FALSE,141,10+0,1480,1221,259,C50,8,Resign,White
FALSE,58,10+0,1480,1500,-20,B01,4,Resign,Black
FALSE,63,10+0,1480,1282,198,B56,11,Resign,White
FALSE,154,10+0,1276,1480,-204,C20,3,Mate,Black
FALSE,109,10+0,1475,1480,-5,C45,7,Draw,Draw
FALSE,22,10+0,1301,1480,-179,C28,5,Resign,Black
FALSE,55,10+0,1480,1301,179,C46,7,Mate,White
FALSE,35,10+0,1500,1480,20,D00,3,Resign,White
FALSE,59,10+0,1480,1233,247,C40,4,Mate,White
FALSE,6,10+0,1480,1269,211,C46,5,Resign,White
FALSE,148,10+0,1498,1480,18,C47,7,Mate,Black
FALSE,49,10+0,1480,944,536,C46,7,Mate,White
TRUE,16,8+0,1109,1171,-62,C15,7,Resign,Black
TRUE,29,15+0,1269,1136,133,D02,4,Resign,White
TRUE,78,20+0,1197,1078,119,A00,1,Resign,Black
TRUE,25,15+5,1637,1205,432,A40,1,Resign,White
TRUE,59,7+2,1137,1324,-187,A40,2,Mate,White
TRUE,55,7+2,1181,1200,-19,B07,4,Out of Time,White
TRUE,15,7+2,1123,1256,-133,A40,1,Resign,White
TRUE,75,7+2,1290,1179,111,C23,4,Out of Time,White
TRUE,5,15+15,1297,1346,-49,B07,3,Resign,White
FALSE,46,6+8,1346,1354,-8,A40,2,Mate,Black
TRUE,35,15+0,1545,1500,45,C44,5,Resign,White
FALSE,39,5+5,1500,1409,91,B00,2,Mate,White
TRUE,28,20+2,1500,1725,-225,A00,1,Mate,Black
FALSE,63,7+12,1691,1500,191,C41,5,Mate,White
FALSE,51,30+5,1500,1500,0,B07,3,Resign,White
FALSE,26,20+0,1500,1542,-42,C20,3,Mate,Black
FALSE,35,20+0,1542,1500,42,B00,2,Mate,White
FALSE,10,20+0,1500,1827,-327,C20,3,Mate,Black
FALSE,58,5+8,1500,1348,152,C20,3,Mate,Black
TRUE,52,5+8,1500,1331,169,C00,3,Mate,Black
TRUE,84,20+5,1876,1906,-30,B40,5,Resign,Black
TRUE,79,10+10,1837,1900,-63,D02,4,Mate,White
TRUE,40,5+8,1923,1887,36,C41,6,Resign,Black
TRUE,64,5+8,1935,1875,60,C41,5,Resign,Black
TRUE,66,8+0,1885,1897,-12,C02,9,Resign,Black
TRUE,141,8+0,1874,1876,-2,B06,2,Mate,White
TRUE,68,5+20,1883,1961,-78,B40,5,Resign,Black
TRUE,59,6+5,1872,1895,-23,A06,2,Resign,White
TRUE,56,6+5,1907,1860,47,B22,3,Resign,Black
TRUE,41,6+5,1847,1921,-74,E01,6,Resign,White
TRUE,68,10+0,1932,1951,-19,C23,3,Resign,Black
TRUE,92,10+0,1972,1919,53,B30,4,Resign,Black
TRUE,126,10+0,1929,1955,-26,C23,3,Resign,Black
TRUE,56,10+0,1941,1925,16,C69,9,Resign,Black
TRUE,102,10+0,1947,1929,18,B40,5,Out of Time,Black
TRUE,114,10+0,1941,1925,16,C50,6,Resign,Black
TRUE,36,10+10,1947,2114,-167,C02,8,Resign,Black
TRUE,3,10+10,1942,2119,-177,B22,3,Draw,Draw
TRUE,112,10+10,1949,2104,-155,C02,9,Resign,Black
FALSE,99,180+180,1176,1704,-528,C22,6,Resign,Black
FALSE,54,8+0,1259,1704,-445,C00,3,Resign,Black
FALSE,74,30+0,1307,1704,-397,C10,5,Mate,Black
FALSE,25,15+0,1691,1704,-13,C21,9,Resign,White
FALSE,73,5+5,1432,1704,-272,A00,1,Resign,White
FALSE,25,15+0,1459,1704,-245,C68,7,Resign,White
FALSE,21,5+5,1746,1704,42,C33,5,Resign,White
FALSE,40,10+0,1500,1521,-21,A00,1,Mate,Black
TRUE,153,7+2,2001,1740,261,D00,3,Resign,White
TRUE,126,7+2,1759,1532,227,B01,4,Out of Time,Black
TRUE,62,7+2,1757,1895,-138,B01,6,Resign,Black
TRUE,45,7+2,1853,1766,87,C41,5,Resign,White
TRUE,92,7+2,1579,1760,-181,C24,4,Resign,Black
TRUE,143,7+2,1768,1824,-56,C00,4,Draw,Draw
TRUE,68,7+2,1775,1544,231,C00,3,Draw,Draw
TRUE,71,15+0,1603,1559,44,A00,1,Resign,White
TRUE,45,10+0,1371,1576,-205,D20,4,Resign,White
TRUE,62,10+0,1455,1568,-113,D02,4,Mate,Black
TRUE,62,15+0,1581,1535,46,A41,3,Mate,Black
TRUE,38,10+0,1585,1820,-235,A60,6,Resign,Black
TRUE,23,10+0,1633,1595,38,C50,8,Resign,White
TRUE,68,10+0,1795,1578,217,D31,5,Resign,Black
TRUE,16,10+0,1489,1592,-103,D00,3,Resign,White
TRUE,52,10+0,1602,1636,-34,D30,4,Resign,Black
TRUE,67,15+0,1591,1581,10,A56,6,Out of Time,White
TRUE,105,20+0,1547,1604,-57,B25,4,Mate,White
TRUE,39,15+0,1594,1554,40,D02,4,Mate,White
TRUE,29,15+0,1578,1787,-209,D10,7,Mate,White
TRUE,51,15+0,1568,1549,19,D46,12,Resign,White
TRUE,148,15+0,1371,1573,-202,D02,4,Draw,Draw
TRUE,23,10+0,1635,1583,52,C65,6,Resign,White
TRUE,111,10+0,1576,1437,139,B32,5,Resign,White
TRUE,51,10+0,1567,1494,73,C62,6,Mate,White
TRUE,62,10+10,1504,1558,-54,C50,7,Resign,Black
TRUE,38,15+0,1600,1545,55,C50,6,Resign,Black
TRUE,83,15+0,1532,1614,-82,C60,5,Mate,White
TRUE,26,15+0,1629,1517,112,C20,4,Mate,Black
TRUE,49,10+2,1525,1633,-108,B27,6,Resign,Black
TRUE,74,10+2,1649,1510,139,A01,2,Resign,Black
TRUE,60,15+0,1525,1385,140,C55,7,Mate,Black
TRUE,118,10+0,1531,1689,-158,D20,5,Resign,Black
TRUE,94,30+0,1545,1461,84,C62,6,Resign,Black
TRUE,118,10+0,1612,1531,81,A22,6,Out of Time,Black
TRUE,52,10+0,1534,1868,-334,B12,6,Resign,Black
TRUE,116,10+0,1600,1521,79,B01,2,Mate,Black
TRUE,35,10+0,1533,1532,1,C68,7,Resign,White
TRUE,99,10+0,1532,1472,60,C00,3,Out of Time,White
TRUE,47,10+0,1632,1541,91,C50,6,Resign,White
TRUE,170,10+0,1551,1574,-23,C55,6,Mate,Black
TRUE,99,10+0,1628,1560,68,C77,9,Mate,White
TRUE,101,10+0,1638,1570,68,D02,4,Mate,White
TRUE,64,15+0,1575,1772,-197,C42,5,Mate,Black
TRUE,87,10+0,1477,1590,-113,B01,4,Out of Time,White
TRUE,118,10+0,1651,1608,43,D00,4,Draw,Draw
TRUE,121,10+0,1598,1539,59,B01,6,Mate,White
TRUE,131,10+0,1586,1607,-21,C02,8,Mate,White
TRUE,79,10+0,1585,1045,540,C40,4,Mate,White
TRUE,35,10+0,1671,1594,77,C60,7,Resign,White
TRUE,30,10+0,1633,1604,29,B21,3,Resign,White
TRUE,21,10+0,1616,1600,16,D20,6,Resign,Black
TRUE,65,10+0,1939,1619,320,B01,4,Resign,White
TRUE,102,10+0,1423,1614,-191,B01,2,Mate,Black
TRUE,78,15+0,1628,1538,90,C02,7,Resign,Black
TRUE,41,10+10,1838,1610,228,D20,5,Mate,White
TRUE,82,20+10,2067,1843,224,D00,3,Resign,White
TRUE,55,20+10,1825,2109,-284,E91,11,Mate,White
TRUE,71,20+10,2099,1829,270,A08,4,Mate,White
TRUE,108,15+10,1836,1987,-151,D55,11,Resign,Black
TRUE,113,20+10,1817,2085,-268,A46,5,Resign,White
TRUE,43,30+6,1799,2073,-274,D53,8,Resign,White
TRUE,100,20+10,1867,1785,82,B28,8,Mate,Black
TRUE,97,20+10,1771,1875,-104,A40,2,Mate,White
TRUE,36,20+10,1861,1757,104,C30,4,Resign,Black
TRUE,26,15+5,1728,1769,-41,D00,3,Resign,White
TRUE,40,10+0,1786,1609,177,D05,6,Resign,Black
TRUE,98,10+0,1500,1782,-282,A40,3,Resign,Black
TRUE,32,10+0,1684,1785,-101,D31,5,Resign,White
TRUE,59,10+0,1782,1484,298,D08,4,Resign,White
TRUE,29,10+0,1809,1792,17,B21,5,Resign,White
TRUE,34,10+0,1805,1757,48,D00,2,Resign,Black
TRUE,35,10+0,1803,1335,468,D06,4,Resign,White
TRUE,69,10+0,1663,1826,-163,B21,5,Resign,White
TRUE,41,10+0,1813,1874,-61,D20,5,Resign,White
TRUE,127,10+0,1801,1854,-53,D00,2,Resign,White
TRUE,45,10+0,1808,1947,-139,D04,5,Resign,Black
TRUE,46,10+0,1831,1796,35,B28,5,Resign,Black
TRUE,19,10+0,1480,1815,-335,B28,8,Resign,White
TRUE,83,10+0,1806,1728,78,D12,11,Resign,White
TRUE,65,15+10,1798,1885,-87,A48,8,Resign,White
TRUE,86,15+10,1804,1869,-65,C01,5,Draw,Draw
TRUE,97,15+10,1858,1814,44,B21,3,Mate,White
TRUE,105,15+10,1812,1874,-62,D10,4,Draw,Draw
TRUE,51,15+10,1847,1822,25,B28,8,Mate,White
TRUE,53,12+12,1888,1831,57,B21,3,Out of Time,White
TRUE,64,15+10,1839,1967,-128,D55,11,Out of Time,Black
TRUE,76,15+10,1846,1977,-131,C01,5,Resign,Black
