rated,turns,time_increment,white_rating,black_rating,opening_code,opening_moves,victory_status,winner
FALSE,87,8+1,1232,1581,D02,4,Mate,White
TRUE,71,10+2,1500,1238,B21,3,Out of Time,White
TRUE,64,5+8,1188,1259,B23,3,Resign,White
FALSE,60,30+0,1515,1615,B23,3,Resign,Black
FALSE,34,30+0,1615,1515,A48,5,Resign,Black
TRUE,73,10+5,1277,1464,A45,2,Resign,Black
TRUE,23,10+5,1371,1284,C41,5,Resign,White
FALSE,20,20+0,1500,1371,B21,3,Mate,Black
TRUE,64,10+0,1372,1440,B23,3,Resign,Black
FALSE,63,45+45,2131,1431,D00,4,Resign,White
TRUE,54,15+15,1426,1447,C44,12,Resign,White
TRUE,50,15+15,1485,1403,B52,6,Mate,Black
TRUE,44,20+0,1401,1382,B20,3,Mate,Black
TRUE,37,20+0,1392,1608,A22,5,Resign,Black
TRUE,21,20+0,1603,1402,C50,9,Resign,White
FALSE,149,10+5,1402,1341,C70,8,Mate,White
FALSE,94,15+10,1116,1402,A30,2,Resign,Black
FALSE,61,15+10,1116,1402,A03,2,Resign,White
FALSE,21,15+10,1116,1402,B75,13,Resign,White
FALSE,50,15+10,1116,1402,B57,8,Mate,Black
FALSE,30,15+10,1402,1116,A41,4,Resign,Black
FALSE,55,14+0,1402,1569,A10,2,Mate,White
TRUE,57,10+0,1737,1408,A38,13,Resign,White
TRUE,48,10+0,1431,1426,A10,2,Resign,Black
TRUE,21,10+0,1455,1448,A10,2,Resign,Black
TRUE,35,10+0,1859,1460,B21,5,Resign,White
TRUE,43,10+0,1501,1484,A45,2,Resign,White
TRUE,111,10+0,1457,1449,A15,2,Mate,White
TRUE,49,10+0,1419,1544,A20,2,Out of Time,White
FALSE,40,15+10,1419,1865,A20,2,Out of Time,Black
TRUE,57,15+10,1433,1653,A30,2,Resign,Black
TRUE,14,25+0,1781,1441,A09,4,Resign,White
TRUE,19,7+7,1639,1807,C55,7,Resign,White
TRUE,45,10+1,1807,1798,A10,2,Resign,White
TRUE,109,20+8,1889,1807,B93,11,Out of Time,White
TRUE,18,15+0,1807,1687,D05,6,Resign,Black
TRUE,45,10+10,1639,1807,A20,2,Mate,White
TRUE,86,20+0,1630,1723,B90,11,Mate,Black
TRUE,61,15+1,1555,1575,D02,3,Mate,White
FALSE,35,10+0,1555,1755,D02,3,Resign,White
FALSE,42,15+10,1881,1555,D15,8,Resign,Black
FALSE,79,25+0,1555,1412,B06,4,Mate,White
FALSE,54,25+0,1412,1555,A00,2,Mate,Black
TRUE,89,30+30,1293,2123,C50,6,Mate,White
TRUE,25,30+30,2118,1294,D02,4,Resign,White
TRUE,28,30+30,1295,2112,C41,8,Resign,Black
TRUE,35,8+0,1500,2154,A46,5,Mate,White
FALSE,30,7+7,2075,2140,B45,10,Resign,White
TRUE,125,10+15,1848,2264,B01,4,Resign,White
TRUE,137,10+0,2056,2264,B01,4,Resign,White
TRUE,140,8+2,2264,1639,B57,12,Draw,Draw
TRUE,52,10+0,2366,2264,B01,6,Resign,Black
FALSE,19,45+0,2030,2264,B01,6,Resign,Black
TRUE,92,10+0,1778,2264,C77,9,Mate,Black
FALSE,36,10+0,1778,2264,C70,8,Resign,Black
FALSE,35,10+0,2264,1778,B43,9,Mate,White
FALSE,14,10+0,1778,2264,B01,4,Mate,Black
TRUE,41,10+0,2264,1778,B43,9,Resign,White
TRUE,46,10+0,2016,2264,C18,13,Mate,Black
TRUE,63,10+0,2264,2016,C11,13,Resign,White
TRUE,173,10+0,2225,2264,C42,15,Out of Time,Draw
TRUE,37,15+0,1305,2264,C55,7,Resign,Black
FALSE,57,20+0,2264,1841,D02,5,Mate,White
FALSE,52,20+0,1841,2264,D02,5,Resign,Black
FALSE,51,20+0,2264,1841,B01,6,Mate,White
TRUE,50,20+0,1841,2264,A00,1,Resign,Black
TRUE,54,20+0,1855,2264,C42,5,Out of Time,Black
TRUE,45,10+0,2264,1529,C01,5,Resign,White
FALSE,17,10+0,2264,1753,C27,3,Mate,White
FALSE,29,10+0,2264,1753,C40,4,Resign,White
FALSE,68,10+0,1753,2264,C23,4,Resign,Black
FALSE,13,10+0,2264,1753,C27,3,Mate,White
FALSE,48,10+0,1753,2264,C01,5,Resign,Black
FALSE,33,10+0,2264,1753,C40,4,Resign,White
FALSE,25,10+0,2264,1713,A43,5,Mate,White
FALSE,58,15+0,1455,2264,B23,5,Resign,Black
FALSE,97,15+0,2264,1455,E44,9,Out of Time,White
FALSE,70,15+0,1455,2264,E32,7,Resign,Black
FALSE,59,15+0,2264,1455,C62,6,Resign,White
TRUE,46,15+0,1455,2264,B12,7,Resign,Black
FALSE,67,5+5,2264,1871,B22,3,Resign,White
TRUE,38,5+5,1871,2264,A00,1,Resign,Black
TRUE,64,15+0,1615,2264,D00,5,Resign,Black
FALSE,57,15+0,2264,1871,C41,8,Resign,White
FALSE,71,15+0,1871,2264,C53,9,Resign,Black
TRUE,55,15+0,2264,1871,C41,8,Resign,White
TRUE,74,15+0,1885,2261,B20,3,Resign,Black
TRUE,75,30+5,2249,2153,A00,2,Resign,White
TRUE,133,30+0,2188,2234,C65,6,Resign,Black
TRUE,55,30+0,2218,2198,A07,3,Resign,White
TRUE,19,10+0,1466,1046,C55,6,Resign,White
TRUE,33,10+0,1457,1395,B31,6,Resign,White
TRUE,122,10+0,1349,1449,D00,3,Mate,Black
TRUE,208,10+0,1465,1449,D50,9,Out of Time,Draw
TRUE,48,10+0,1316,1442,D32,10,Resign,Black
TRUE,61,10+0,1434,1321,B52,6,Mate,White
TRUE,46,10+0,2026,1864,A04,2,Resign,White
TRUE,55,10+0,2021,1806,A04,2,Resign,White
TRUE,103,10+0,2016,2032,A45,3,Resign,White
TRUE,99,10+0,2024,1933,A04,2,Out of Time,White
TRUE,48,10+0,1892,2018,B95,12,Mate,Black
TRUE,145,10+0,2008,1986,A04,2,Resign,White
TRUE,84,10+0,1830,2003,E90,11,Resign,Black
TRUE,42,10+0,1985,1993,B50,4,Resign,Black
TRUE,35,10+0,1980,2071,A08,4,Resign,White
TRUE,64,10+0,2064,1968,A48,5,Resign,Black
TRUE,113,10+0,1958,1952,A04,2,Out of Time,White
TRUE,50,10+0,1720,1943,B90,11,Resign,Black
TRUE,57,10+0,1937,1792,A07,3,Resign,White
TRUE,21,10+0,1930,1810,A04,2,Resign,White
TRUE,66,10+0,1950,1920,B22,3,Mate,Black
TRUE,34,10+0,1802,1913,B50,4,Mate,Black
TRUE,73,10+0,1903,1887,A04,2,Resign,White
TRUE,148,10+0,1901,1893,B90,10,Out of Time,Black
TRUE,119,10+0,1829,1905,B57,8,Out of Time,White
TRUE,130,10+0,1903,1969,A05,10,Draw,Draw
TRUE,37,10+0,1954,1912,E73,12,Mate,White
TRUE,108,10+0,1927,1916,A04,2,Mate,Black
TRUE,149,10+0,1874,1939,B22,8,Mate,White
TRUE,103,10+0,1899,1950,E70,9,Out of Time,White
TRUE,158,10+0,1952,1907,A04,2,Out of Time,Draw
TRUE,70,10+0,1957,2136,A04,2,Resign,Black
TRUE,111,10+0,2007,1966,B21,3,Resign,White
TRUE,80,10+0,1970,1835,A04,2,Draw,Draw
TRUE,113,10+0,1989,1980,B90,10,Out of Time,White
TRUE,78,10+0,1810,1974,B90,11,Resign,Black
TRUE,81,10+0,1973,2003,A08,4,Draw,Draw
TRUE,77,10+0,2069,1969,B86,11,Resign,White
TRUE,17,10+0,1958,1996,A04,2,Resign,White
TRUE,39,10+0,1951,1862,A04,2,Resign,White
TRUE,104,10+0,2066,1937,A49,4,Resign,Black
TRUE,135,10+0,1869,1939,B20,3,Out of Time,Draw
TRUE,110,10+0,1948,1948,A04,2,Resign,Black
TRUE,119,10+0,1937,1959,B53,7,Mate,White
TRUE,29,10+0,1950,1901,A08,4,Resign,White
TRUE,122,10+0,1726,1946,A45,2,Resign,Black
TRUE,109,10+0,1941,1916,A05,4,Draw,Draw
TRUE,151,10+0,1859,1954,B20,3,Out of Time,White
TRUE,71,10+0,1975,1964,B92,11,Resign,White
TRUE,77,10+0,1956,1854,A04,2,Resign,White
TRUE,119,10+0,1785,1971,B20,3,Resign,White
TRUE,53,10+0,1960,2000,A04,2,Resign,White
FALSE,63,10+0,1949,1474,B50,5,Resign,White
FALSE,31,19+0,1474,1623,B84,12,Resign,White
FALSE,58,10+5,1702,1474,B50,4,Mate,Black
FALSE,46,2+10,1474,2014,A20,2,Mate,Black
FALSE,84,5+5,1500,1474,A45,2,Mate,Black
FALSE,56,10+7,1363,1474,B21,3,Mate,Black
FALSE,24,15+0,1390,1474,A45,2,Resign,White
FALSE,65,9+12,1474,1254,C69,10,Resign,White
FALSE,62,10+0,1495,1474,B20,3,Mate,Black
FALSE,6,40+20,1500,1474,B23,3,Draw,Draw
FALSE,29,8+15,1820,1474,B52,6,Resign,White
FALSE,90,15+30,1474,2010,B00,5,Draw,Draw
FALSE,27,15+5,1474,1624,B35,14,Resign,White
FALSE,78,5+5,1767,1474,D94,9,Resign,Black
FALSE,145,5+8,1474,1607,C62,6,Mate,White
TRUE,46,10+0,1487,1562,D00,2,Mate,Black
TRUE,120,10+0,1254,1461,A00,1,Mate,Black
TRUE,46,10+0,1514,1560,A03,2,Mate,Black
TRUE,93,10+0,1572,1590,B01,6,Mate,White
TRUE,52,10+0,1503,1498,B01,2,Mate,Black
TRUE,70,10+0,1629,1603,C00,4,Resign,Black
TRUE,75,10+0,1500,1393,D00,8,Out of Time,White
TRUE,48,15+15,1873,2105,D00,4,Resign,Black
TRUE,53,15+15,2065,1879,B07,3,Resign,White
TRUE,25,15+15,1886,2001,D00,5,Resign,Black
TRUE,71,15+15,1797,2083,A15,4,Out of Time,White
TRUE,27,15+15,1500,1500,D21,6,Resign,White
FALSE,77,5+8,1128,795,A00,2,Mate,White
FALSE,130,9+3,1128,2177,A00,2,Mate,Black
TRUE,85,20+1,1114,1189,A00,1,Resign,White
TRUE,51,20+1,1191,1111,A00,1,Draw,Draw
FALSE,53,60+0,1111,921,A00,4,Mate,White
FALSE,36,10+0,897,1111,B06,2,Resign,Black
FALSE,26,10+0,1111,897,A00,1,Resign,White
TRUE,52,10+10,1099,1124,A04,2,Resign,White
TRUE,139,10+0,1115,1013,A00,1,Mate,White
FALSE,72,10+0,1099,1115,B06,2,Mate,Black
FALSE,142,10+0,1099,1115,B06,2,Mate,Black
TRUE,60,0+25,1136,843,A00,2,Mate,Black
TRUE,23,0+25,798,1157,B06,2,Resign,White
FALSE,9,30+30,2419,1157,B30,5,Resign,White
TRUE,43,15+5,1151,964,A00,1,Mate,White
TRUE,34,7+2,1113,1581,C20,3,Mate,Black
TRUE,38,15+0,1098,1202,C41,6,Resign,White
TRUE,23,15+15,1083,1218,C44,5,Mate,White
TRUE,6,15+15,1091,1203,B20,3,Resign,Black
TRUE,37,15+15,1236,1098,C45,7,Mate,White
TRUE,19,15+15,1112,1109,C20,3,Resign,White
TRUE,21,15+15,1188,1118,D00,3,Mate,White
TRUE,65,15+15,1116,1173,B01,2,Draw,Draw
TRUE,28,15+15,1139,1104,C44,5,Mate,Black
TRUE,19,15+15,1100,1116,C65,6,Resign,White
TRUE,47,20+5,1614,1711,B07,2,Resign,White
TRUE,30,20+5,1623,1701,B07,7,Resign,Black
TRUE,100,10+5,1716,1659,D10,5,Resign,Black
TRUE,71,10+5,1794,1714,E76,11,Draw,Draw
TRUE,29,10+3,1749,1726,B07,4,Resign,White
TRUE,43,10+2,1711,1760,D35,7,Resign,White
TRUE,35,10+5,1700,1625,D15,7,Resign,White
TRUE,32,15+10,1689,1593,D32,10,Resign,White
TRUE,85,10+5,1663,1705,A01,2,Resign,White
TRUE,112,10+5,1695,1691,B08,8,Resign,Black
TRUE,34,10+5,1676,1684,A40,2,Resign,White
TRUE,38,10+5,1696,1659,B07,2,Mate,Black
TRUE,25,10+5,1651,1466,D21,5,Mate,White
TRUE,15,8+5,1635,1647,A40,2,Out of Time,White
TRUE,41,0+15,1525,1657,B07,2,Resign,White
TRUE,49,15+16,1640,1650,D06,8,Mate,White
TRUE,68,10+5,1782,1651,B07,2,Resign,White
TRUE,51,20+0,1630,1697,D35,7,Resign,White
TRUE,50,20+0,1674,1655,A50,4,Mate,Black
TRUE,45,20+0,1643,1696,D10,4,Resign,White
TRUE,92,15+5,1708,1864,A52,7,Resign,Black
TRUE,70,15+6,1760,1683,D00,3,Mate,Black
TRUE,86,8+6,1839,1651,D10,5,Resign,Black
TRUE,54,8+6,1664,1820,E20,5,Mate,Black
TRUE,45,20+1,1641,1645,D21,6,Resign,White
TRUE,42,20+1,1657,1614,B07,7,Resign,Black
TRUE,25,8+6,1700,1635,B07,2,Mate,White
TRUE,45,8+6,1602,1671,D02,4,Resign,White
TRUE,70,8+8,1655,1566,E61,6,Resign,Black
TRUE,136,10+0,1582,1770,E20,8,Mate,Black
TRUE,40,10+7,1648,1591,B07,4,Resign,Black
TRUE,44,10+6,1629,1586,B07,4,Draw,Draw
TRUE,58,25+8,1480,1551,B07,7,Resign,Black
TRUE,52,15+5,1577,1763,A53,6,Mate,Black
TRUE,74,15+5,1614,1732,D10,5,Mate,Black
TRUE,63,15+0,1890,1639,B08,9,Resign,White
TRUE,88,10+5,1642,1638,B07,2,Draw,Draw
TRUE,85,10+5,1549,1551,D32,6,Resign,White
TRUE,65,10+5,1652,1674,A45,2,Resign,White
TRUE,81,10+5,1500,1497,D10,5,Resign,White
TRUE,68,15+14,1871,1774,E24,9,Resign,Black
TRUE,56,15+14,1201,1871,D00,2,Resign,Black
TRUE,75,15+14,1870,1202,A40,2,Mate,White
TRUE,14,15+14,1573,1866,B01,4,Mate,Black
TRUE,68,15+14,1771,1857,A10,2,Resign,Black
TRUE,24,15+14,1630,1851,D15,7,Resign,Black
TRUE,21,15+14,1799,1866,B01,4,Resign,White
TRUE,18,15+14,1585,1861,C00,3,Resign,Black
TRUE,43,15+14,1857,1590,C01,5,Resign,White
TRUE,41,15+14,1594,1852,B01,4,Resign,Black
TRUE,16,15+14,1873,1574,A52,7,Mate,Black
TRUE,57,15+14,1875,1821,D43,8,Draw,Draw
TRUE,75,15+14,1875,1074,D20,5,Mate,White
TRUE,48,15+14,1887,1892,D31,5,Resign,Black
TRUE,41,15+14,1880,1781,A43,3,Mate,White
TRUE,54,15+14,1825,1869,C00,3,Resign,Black
TRUE,93,10+0,1940,1879,B01,4,Resign,White
TRUE,64,10+0,1815,1882,A00,1,Draw,Draw
TRUE,57,15+14,1878,1534,A40,2,Mate,White
TRUE,22,15+14,1873,1630,D37,7,Resign,White
TRUE,73,15+14,1757,1891,B01,4,Resign,White
TRUE,53,15+14,1887,1564,D07,5,Mate,White
TRUE,60,15+14,1426,1885,B01,2,Mate,Black
TRUE,95,15+14,1879,1671,D02,8,Resign,White
TRUE,89,15+14,1872,1708,D43,8,Resign,White
TRUE,58,15+14,1900,1900,D31,16,Resign,Black
TRUE,74,15+14,1923,1211,D41,9,Resign,Black
TRUE,73,15+14,1907,1677,D31,6,Out of Time,White
TRUE,42,15+14,1683,1901,D00,4,Resign,Black
TRUE,55,15+14,1730,1893,C00,3,Resign,Black
TRUE,45,15+14,1886,1737,A40,2,Resign,White
TRUE,47,15+14,1720,1905,A06,3,Resign,White
TRUE,27,15+14,1903,1454,D06,4,Mate,White
TRUE,67,15+14,1894,1775,A85,5,Resign,White
TRUE,55,15+14,1889,1641,D31,5,Mate,White
TRUE,29,15+14,1883,1646,D44,9,Resign,White
TRUE,50,15+14,1651,1878,B01,4,Mate,Black
TRUE,50,10+15,1217,1259,A04,2,Mate,Black
TRUE,52,10+15,1271,1517,A04,2,Mate,Black
TRUE,28,10+15,1500,1406,A06,3,Mate,Black
TRUE,8,10+0,1132,1258,A00,1,Resign,Black
TRUE,22,10+0,1303,1248,B01,2,Mate,Black
TRUE,84,10+0,1257,1296,C20,3,Mate,Black
TRUE,25,10+0,1152,1271,C50,5,Mate,White
TRUE,68,10+0,1283,1255,C20,3,Mate,Black
TRUE,82,10+0,1295,1226,C20,3,Mate,Black
TRUE,8,10+0,1448,1280,C20,3,Mate,Black
TRUE,151,10+0,1268,1312,B20,2,Out of Time,White
TRUE,81,10+0,1378,1276,B01,4,Mate,White
TRUE,34,10+0,1284,1370,C20,3,Mate,Black
TRUE,60,10+0,1311,1272,A40,3,Resign,Black
TRUE,47,10+0,1245,1284,A40,6,Mate,White
TRUE,100,10+0,1331,1296,B00,2,Draw,Draw
TRUE,40,10+0,1305,1360,C20,3,Resign,Black
TRUE,110,10+0,1193,1298,D04,5,Resign,Black
TRUE,57,10+0,1288,1257,C20,4,Mate,White
TRUE,51,10+0,1245,1300,C46,5,Mate,White
TRUE,70,10+0,1315,1189,B20,2,Mate,Black
TRUE,19,10+0,1302,1377,B00,2,Mate,White
TRUE,65,10+0,1251,1314,C40,4,Mate,White
TRUE,45,10+0,1307,1180,C20,3,Resign,White
TRUE,37,10+0,1290,1548,C40,4,Mate,White
TRUE,37,10+0,1419,1309,B00,5,Mate,White
TRUE,59,10+0,1303,1321,B00,5,Mate,White
TRUE,30,10+0,1227,1312,B01,2,Mate,Black
TRUE,63,10+0,1304,1226,B06,2,Mate,White
TRUE,45,10+0,1371,1315,C20,3,Mate,White
TRUE,128,10+0,1325,1361,C20,3,Mate,Black
TRUE,40,10+0,1340,1316,C20,3,Mate,Black
TRUE,31,10+0,1307,1246,C20,3,Resign,White
TRUE,97,10+0,1296,1298,C20,3,Resign,White
TRUE,7,10+0,1285,1279,B00,2,Mate,White
TRUE,15,10+0,1328,1295,C50,5,Mate,White
TRUE,58,10+0,1283,1499,B27,4,Mate,Black
TRUE,9,10+0,1310,1304,C42,6,Mate,White
TRUE,14,10+0,1316,1298,C50,7,Mate,Black
TRUE,43,10+0,1307,1272,C00,3,Mate,White
TRUE,53,10+0,1304,1318,C23,3,Mate,White
TRUE,46,10+0,1236,1309,C21,4,Resign,Black
TRUE,91,10+0,1297,1319,C45,8,Mate,White
TRUE,49,10+0,1258,1299,C40,4,Mate,White
TRUE,53,10+0,1288,1268,B21,3,Resign,White
FALSE,17,10+5,1242,1291,C20,3,Mate,White
FALSE,17,10+5,1291,1242,C20,3,Mate,White
FALSE,22,60+0,1291,1500,A40,2,Mate,Black
FALSE,46,30+0,1291,1318,A45,2,Mate,Black
TRUE,59,10+0,1430,1434,C40,4,Mate,White
TRUE,43,10+0,1824,1500,A40,2,Mate,White
FALSE,25,5+10,1500,1332,C40,4,Resign,Black
TRUE,55,10+0,1604,1344,D02,5,Mate,White
TRUE,61,10+0,1494,1364,A27,5,Mate,White
FALSE,8,30+0,1500,1364,C40,4,Resign,White
FALSE,38,15+0,1661,1364,C23,3,Mate,Black
FALSE,16,10+0,1500,1364,C40,6,Resign,White
FALSE,98,10+0,1364,1525,C21,3,Mate,Black
FALSE,79,10+0,1525,1364,C40,4,Mate,White
FALSE,68,5+8,1390,1364,A00,1,Resign,White
FALSE,17,15+6,1168,1364,A00,1,Resign,White
FALSE,55,15+6,1364,1500,C42,6,Mate,White
FALSE,47,10+0,1832,1500,A10,1,Resign,White
FALSE,47,10+0,2005,1500,C50,5,Resign,White
FALSE,74,30+0,1500,1531,A00,4,Resign,Black
FALSE,71,30+0,1531,1500,D00,2,Mate,White
FALSE,12,30+0,1500,1500,C57,8,Mate,Black
TRUE,52,10+0,1386,1468,C27,3,Resign,Black
TRUE,26,10+0,1371,1398,B01,6,Resign,White
TRUE,66,10+0,1413,1271,D00,3,Resign,Black
TRUE,42,10+0,1279,1406,B01,2,Mate,Black
TRUE,135,10+0,1398,1286,D00,3,Mate,White
TRUE,27,10+0,1407,1461,B30,4,Resign,Black
TRUE,53,10+0,1283,1422,B01,2,Resign,White
FALSE,29,20+20,2244,1411,D20,5,Resign,White
TRUE,54,10+0,1411,1411,B01,6,Mate,Black
TRUE,69,10+0,1391,1411,C24,4,Resign,White
TRUE,28,10+0,1337,1391,B01,6,Out of Time,Black
TRUE,87,10+0,1300,1405,C20,3,Resign,White
TRUE,26,10+0,1084,1402,D00,8,Resign,Black
TRUE,43,10+0,1396,1231,C24,4,Resign,White
TRUE,50,10+0,1406,1416,C23,4,Resign,Black
TRUE,49,10+0,1405,1417,D01,4,Mate,White
TRUE,128,10+0,1426,1481,C46,6,Resign,Black
TRUE,54,10+0,1472,1436,B01,6,Resign,White
TRUE,49,8+0,1430,1256,A40,2,Mate,White
TRUE,55,10+0,1335,1444,B01,2,Resign,White
TRUE,59,10+0,1436,1345,A40,2,Mate,White
TRUE,76,10+0,1355,1428,B01,2,Mate,Black
TRUE,41,10+0,1441,1338,C23,3,Resign,Black
TRUE,56,10+0,1451,1480,D00,3,Resign,Black
TRUE,82,10+0,1386,1442,B01,6,Mate,Black
TRUE,75,10+0,1429,1511,C23,3,Resign,White
TRUE,131,10+0,1416,1491,D00,3,Mate,White
TRUE,38,10+0,1387,1406,B01,6,Mate,Black
TRUE,69,10+0,1375,1396,B01,4,Resign,Black
TRUE,48,10+0,1406,1423,B01,2,Resign,Black
TRUE,80,10+0,1364,1397,B01,2,Resign,Black
TRUE,35,10+0,1330,1409,A06,3,Resign,White
TRUE,81,10+0,1404,1197,C23,3,Mate,White
TRUE,49,10+0,1397,1415,D00,3,Resign,White
TRUE,79,10+0,1405,1408,D00,3,Mate,White
TRUE,13,10+0,1171,1422,D00,3,Resign,White
TRUE,105,10+0,1412,1401,C00,2,Mate,White
TRUE,83,10+0,1518,1419,A00,1,Resign,White
TRUE,46,10+0,1280,1413,B01,6,Resign,Black
FALSE,77,15+0,1393,1527,D00,2,Mate,White
FALSE,51,15+0,1730,1393,A02,4,Mate,White
FALSE,55,20+0,1527,1393,D00,3,Mate,White
FALSE,78,15+0,1309,1393,B01,4,Mate,Black
FALSE,51,15+0,1393,1309,D04,5,Mate,White
FALSE,78,15+0,1393,1527,D00,3,Mate,Black
FALSE,56,15+0,1393,1309,D00,4,Mate,Black
FALSE,134,30+0,1428,1279,D00,4,Mate,Black
FALSE,63,15+0,1428,1730,D00,3,Mate,White
FALSE,61,15+0,1730,1428,C00,4,Mate,White
FALSE,50,20+0,1428,1527,D00,3,Mate,Black
FALSE,87,20+0,1279,1428,B01,4,Mate,White
FALSE,65,15+0,1730,1428,D00,2,Mate,White
FALSE,73,15+0,1500,1428,A06,3,Mate,White
FALSE,25,20+0,1527,1309,A00,1,Mate,White
FALSE,137,15+0,1730,1309,B00,6,Draw,Draw
FALSE,56,15+0,1309,1730,C27,3,Mate,Black
FALSE,107,20+0,1527,1309,D00,4,Mate,White
FALSE,78,15+0,1309,1393,B01,4,Mate,Black
FALSE,169,15+0,1730,1309,D00,4,Draw,Draw
FALSE,51,15+0,1393,1309,D04,5,Mate,White
FALSE,108,20+0,1309,1527,B01,4,Mate,Black
FALSE,56,15+0,1393,1309,D00,4,Mate,Black
TRUE,37,5+5,1845,1507,A40,1,Resign,White
TRUE,70,5+5,1509,1868,A84,3,Resign,Black
TRUE,16,5+5,1513,1783,A40,2,Resign,Black
TRUE,60,5+5,1599,1499,B01,2,Resign,Black
TRUE,61,5+5,1539,1510,B00,2,Out of Time,White
TRUE,72,5+5,1519,1557,A45,3,Resign,Black
TRUE,120,5+5,1533,1507,A40,1,Mate,Black
TRUE,24,5+5,1513,1695,A00,1,Resign,Black
TRUE,54,5+5,1518,1716,C33,5,Mate,Black
TRUE,155,5+5,1609,1526,D50,7,Resign,White
TRUE,80,5+5,1535,1620,A03,2,Resign,Black
TRUE,59,5+5,1729,1553,B00,3,Resign,White
TRUE,50,5+5,1526,1542,B20,2,Mate,Black
TRUE,53,5+5,1508,1555,B00,6,Resign,White
TRUE,27,5+8,1531,1579,C70,8,Resign,White
TRUE,43,5+8,1581,1541,C50,6,Resign,White
TRUE,52,5+8,1550,1620,D24,9,Resign,Black
TRUE,82,5+8,1562,1556,C50,6,Resign,Black
TRUE,53,5+8,2167,1562,B30,5,Resign,White
TRUE,60,10+0,1130,1383,C34,6,Mate,Black
FALSE,50,17+5,1136,1383,A00,1,Resign,Black
FALSE,37,17+5,1383,1136,C50,6,Resign,White
TRUE,76,10+10,984,1378,D00,5,Resign,Black
FALSE,46,10+5,1378,1377,C40,4,Mate,Black
TRUE,11,13+10,1372,1003,B50,4,Resign,White
TRUE,77,10+0,1364,1065,C00,3,Mate,White
TRUE,20,15+0,1196,1348,D20,5,Resign,Black
TRUE,37,10+0,1336,1088,C00,3,Resign,White
TRUE,89,15+0,1310,1273,C42,5,Resign,White
TRUE,17,5+5,1382,1304,C23,3,Draw,Draw
TRUE,30,15+0,1285,1116,B30,4,Resign,White
TRUE,77,5+10,1271,1328,C50,8,Resign,White
TRUE,89,10+0,1574,1562,D04,5,Out of Time,White
TRUE,67,10+0,1590,1561,B20,3,Draw,Draw
TRUE,31,10+0,1558,1235,D21,6,Resign,White
TRUE,101,15+15,1547,1567,D20,5,Resign,White
TRUE,37,10+5,1517,1559,E90,9,Out of Time,White
TRUE,80,10+10,1429,1552,C00,3,Mate,Black
TRUE,107,10+0,1741,1810,A03,2,Resign,White
TRUE,64,10+0,1805,1727,C00,3,Resign,Black
TRUE,63,10+0,1866,1734,C02,10,Resign,White
TRUE,44,10+0,1722,1756,A04,2,Resign,White
TRUE,81,25+0,1740,1496,C36,8,Resign,Black
TRUE,164,10+0,1750,1804,A09,3,Mate,Black
TRUE,52,10+0,1757,1893,C45,8,Mate,Black
TRUE,95,10+0,1746,1743,A04,2,Mate,White
TRUE,90,10+1,1534,1740,C00,3,Mate,Black
TRUE,49,10+0,1498,1759,A00,1,Mate,White
TRUE,35,10+0,1672,1774,C18,12,Resign,White
TRUE,72,10+0,1932,1757,C03,5,Mate,Black
TRUE,89,10+0,1742,1856,D85,13,Resign,White
FALSE,36,20+15,1500,1425,B50,4,Resign,Black
FALSE,35,20+15,1425,1500,B32,8,Resign,White
TRUE,21,15+15,1417,1326,A53,4,Resign,White
TRUE,105,15+15,1403,1428,B20,2,Resign,White
TRUE,15,15+15,1437,1458,D50,7,Resign,Black
TRUE,21,15+15,1446,1448,B52,6,Mate,White
TRUE,46,15+15,1441,1331,E20,8,Resign,White
TRUE,42,15+15,1470,1428,B20,3,Resign,Black
TRUE,63,15+15,1415,1484,A40,2,Mate,White
TRUE,62,15+15,1402,1495,A10,2,Resign,White
TRUE,96,15+15,1345,1392,B25,4,Resign,Black
TRUE,33,15+15,1420,1403,E61,6,Mate,White
TRUE,37,15+15,1556,1410,B20,3,Resign,White
TRUE,43,15+15,1507,1418,A48,5,Mate,White
TRUE,47,15+15,1410,1300,B00,2,Mate,White
TRUE,63,15+15,1398,1416,C66,8,Resign,White
TRUE,41,15+15,1383,1410,A49,4,Resign,White
TRUE,36,15+15,1428,1222,B01,6,Resign,Black
TRUE,42,15+15,1436,1522,C40,4,Resign,Black
TRUE,31,15+15,1428,1318,C65,6,Mate,White
TRUE,45,15+15,1500,1435,A45,3,Resign,White
TRUE,60,15+15,1593,1442,E61,6,Resign,White
TRUE,39,15+15,1469,1453,B21,3,Mate,White
TRUE,114,15+15,1450,1525,C02,9,Draw,Draw
TRUE,74,15+15,1461,1490,C61,6,Resign,Black
TRUE,58,15+15,1400,1451,B22,3,Mate,Black
TRUE,76,15+15,1525,1418,B22,3,Mate,Black
TRUE,60,15+15,1427,1433,C40,4,Resign,Black
TRUE,30,15+15,1464,1416,B22,3,Mate,Black
TRUE,20,15+15,1476,1387,A04,2,Resign,Black
TRUE,59,15+15,1378,1318,B02,4,Mate,White
TRUE,76,15+15,1299,1369,E77,8,Mate,Black
TRUE,48,15+15,1384,1285,B42,9,Resign,Black
TRUE,64,15+15,1500,1374,B50,4,Mate,Black
TRUE,62,15+15,1333,1364,B20,2,Mate,Black
TRUE,51,15+15,1350,1409,C41,6,Resign,White
TRUE,69,15+15,1327,1383,B10,5,Mate,White
